interval_start_datetime,actual_call_volume,predicted_call_volume,avg_handle_time_sec,traffic_intensity_erlangs,base_required_agents,shrinkage_adjusted_agents,expected_occupancy,service_level_probability,target_service_level,sla_target_sec,max_occupancy,shrinkage_rate
2026-01-10T18:00:00,,239.2112,528.94,70.2938,83,119,0.8469,0.9415,0.8000,20,0.8500,0.3000
2026-01-10T18:30:00,,237.5865,534.07,70.4934,83,119,0.8493,0.9378,0.8000,20,0.8500,0.3000
2026-01-10T19:00:00,,248.4611,535.61,73.9325,87,125,0.8498,0.9426,0.8000,20,0.8500,0.3000
2026-01-10T19:30:00,,247.6842,537.12,73.9085,87,125,0.8495,0.9429,0.8000,20,0.8500,0.3000
2026-01-10T20:00:00,,250.7597,539.89,75.2127,89,128,0.8451,0.9512,0.8000,20,0.8500,0.3000
2026-01-10T20:30:00,,247.4164,539.97,74.2205,88,126,0.8434,0.9521,0.8000,20,0.8500,0.3000
2026-01-10T21:00:00,,252.9844,541.37,76.0881,90,129,0.8454,0.9519,0.8000,20,0.8500,0.3000
2026-01-10T21:30:00,,257.8050,542.55,77.7060,92,132,0.8446,0.9550,0.8000,20,0.8500,0.3000
2026-01-10T22:00:00,,261.2888,549.45,79.7586,94,135,0.8485,0.9522,0.8000,20,0.8500,0.3000
2026-01-10T22:30:00,,261.2888,552.68,80.2276,95,136,0.8445,0.9579,0.8000,20,0.8500,0.3000
2026-01-10T23:00:00,,260.0638,554.53,80.1179,95,136,0.8433,0.9591,0.8000,20,0.8500,0.3000
2026-01-10T23:30:00,,268.4073,557.29,83.0998,98,140,0.8480,0.9567,0.8000,20,0.8500,0.3000
2026-01-11T00:00:00,,229.2251,558.00,71.0604,84,121,0.8460,0.9428,0.8000,20,0.8500,0.3000
2026-01-11T00:30:00,,167.5256,558.54,51.9831,62,89,0.8384,0.9144,0.8000,20,0.8500,0.3000
2026-01-11T01:00:00,,193.0250,560.14,60.0670,71,102,0.8460,0.9210,0.8000,20,0.8500,0.3000
2026-01-11T01:30:00,,133.1109,559.95,41.4086,49,70,0.8451,0.8623,0.8000,20,0.8500,0.3000
2026-01-11T02:00:00,,128.8891,560.59,40.1414,48,69,0.8363,0.8770,0.8000,20,0.8500,0.3000
2026-01-11T02:30:00,,96.7928,558.79,30.0483,36,52,0.8347,0.8260,0.8000,20,0.8500,0.3000
2026-01-11T03:00:00,,96.5629,557.34,29.8992,36,52,0.8305,0.8354,0.8000,20,0.8500,0.3000
2026-01-11T03:30:00,,80.3283,554.64,24.7519,30,43,0.8251,0.8106,0.8000,20,0.8500,0.3000
2026-01-11T04:00:00,,81.9214,552.22,25.1324,31,45,0.8107,0.8473,0.8000,20,0.8500,0.3000
2026-01-11T04:30:00,,81.7260,550.21,24.9814,31,45,0.8059,0.8566,0.8000,20,0.8500,0.3000
2026-01-11T05:00:00,,73.0219,541.65,21.9735,27,39,0.8138,0.8140,0.8000,20,0.8500,0.3000
2026-01-11T05:30:00,,73.2744,536.68,21.8473,27,39,0.8092,0.8239,0.8000,20,0.8500,0.3000
2026-01-11T06:00:00,,91.4152,528.98,26.8647,33,48,0.8141,0.8541,0.8000,20,0.8500,0.3000
2026-01-11T06:30:00,,113.6965,523.64,33.0756,39,56,0.8481,0.8127,0.8000,20,0.8500,0.3000
2026-01-11T07:00:00,,155.6274,519.57,44.9215,53,76,0.8476,0.8740,0.8000,20,0.8500,0.3000
2026-01-11T07:30:00,,199.3760,520.58,57.6618,68,98,0.8480,0.9138,0.8000,20,0.8500,0.3000
2026-01-11T08:00:00,,206.3945,511.52,58.6522,70,100,0.8379,0.9344,0.8000,20,0.8500,0.3000
2026-01-11T08:30:00,,216.8658,514.51,61.9882,73,105,0.8492,0.9224,0.8000,20,0.8500,0.3000
2026-01-11T09:00:00,,230.1906,518.18,66.2664,78,112,0.8496,0.9304,0.8000,20,0.8500,0.3000
2026-01-11T09:30:00,,243.3531,520.05,70.3085,83,119,0.8471,0.9417,0.8000,20,0.8500,0.3000
2026-01-11T10:00:00,,236.1350,521.81,68.4544,81,116,0.8451,0.9415,0.8000,20,0.8500,0.3000
2026-01-11T10:30:00,,243.3531,522.91,70.6948,84,121,0.8416,0.9502,0.8000,20,0.8500,0.3000
2026-01-11T11:00:00,,238.3225,522.80,69.2201,82,118,0.8441,0.9442,0.8000,20,0.8500,0.3000
2026-01-11T11:30:00,,230.7470,523.23,67.0745,79,113,0.8490,0.9326,0.8000,20,0.8500,0.3000
2026-01-11T12:00:00,,235.9187,522.59,68.4934,81,116,0.8456,0.9408,0.8000,20,0.8500,0.3000
2026-01-11T12:30:00,,255.8592,525.07,74.6359,88,126,0.8481,0.9467,0.8000,20,0.8500,0.3000
2026-01-11T13:00:00,,235.2751,524.91,68.6104,81,116,0.8470,0.9386,0.8000,20,0.8500,0.3000
2026-01-11T13:30:00,,233.7338,525.27,68.2068,81,116,0.8421,0.9455,0.8000,20,0.8500,0.3000
2026-01-11T14:00:00,,233.7338,523.02,67.9151,80,115,0.8489,0.9344,0.8000,20,0.8500,0.3000
2026-01-11T14:30:00,,227.6996,525.01,66.4135,79,113,0.8407,0.9444,0.8000,20,0.8500,0.3000
2026-01-11T15:00:00,,250.0529,526.36,73.1206,87,125,0.8405,0.9550,0.8000,20,0.8500,0.3000
2026-01-11T15:30:00,,238.1280,528.03,69.8546,83,119,0.8416,0.9486,0.8000,20,0.8500,0.3000
2026-01-11T16:00:00,,242.4574,528.15,71.1416,84,121,0.8469,0.9429,0.8000,20,0.8500,0.3000
2026-01-11T16:30:00,,233.5630,529.49,68.7048,81,116,0.8482,0.9366,0.8000,20,0.8500,0.3000
2026-01-11T17:00:00,,233.8237,528.40,68.6405,81,116,0.8474,0.9379,0.8000,20,0.8500,0.3000
2026-01-11T17:30:00,,228.3115,528.35,67.0162,79,113,0.8483,0.9334,0.8000,20,0.8500,0.3000
2026-01-11T18:00:00,,237.3441,528.94,69.7451,83,119,0.8403,0.9502,0.8000,20,0.8500,0.3000
2026-01-11T18:30:00,,225.7033,534.07,66.9675,79,113,0.8477,0.9340,0.8000,20,0.8500,0.3000
2026-01-11T19:00:00,,225.7011,535.61,67.1600,80,115,0.8395,0.9469,0.8000,20,0.8500,0.3000
2026-01-11T19:30:00,,215.3927,537.12,64.2728,76,109,0.8457,0.9320,0.8000,20,0.8500,0.3000
2026-01-11T20:00:00,,218.8732,539.89,65.6487,78,112,0.8416,0.9409,0.8000,20,0.8500,0.3000
2026-01-11T20:30:00,,224.6564,539.97,67.3929,80,115,0.8424,0.9428,0.8000,20,0.8500,0.3000
2026-01-11T21:00:00,,235.1895,541.37,70.7361,84,121,0.8421,0.9487,0.8000,20,0.8500,0.3000
2026-01-11T21:30:00,,217.9677,542.55,65.6985,78,112,0.8423,0.9399,0.8000,20,0.8500,0.3000
2026-01-11T22:00:00,,243.9169,549.45,74.4558,88,126,0.8461,0.9483,0.8000,20,0.8500,0.3000
2026-01-11T22:30:00,,234.1324,552.68,71.8894,85,122,0.8458,0.9447,0.8000,20,0.8500,0.3000
2026-01-11T23:00:00,,214.0417,554.53,65.9399,78,112,0.8454,0.9348,0.8000,20,0.8500,0.3000
2026-01-11T23:30:00,,199.7595,557.29,61.8462,73,105,0.8472,0.9230,0.8000,20,0.8500,0.3000
2026-01-12T00:00:00,,151.9365,558.00,47.1007,56,80,0.8411,0.8939,0.8000,20,0.8500,0.3000
2026-01-12T00:30:00,,115.9171,558.54,35.9690,43,62,0.8365,0.8567,0.8000,20,0.8500,0.3000
2026-01-12T01:00:00,,98.0439,560.14,30.5101,37,53,0.8246,0.8531,0.8000,20,0.8500,0.3000
2026-01-12T01:30:00,,77.7369,559.95,24.1827,30,43,0.8061,0.8494,0.8000,20,0.8500,0.3000
2026-01-12T02:00:00,,71.6852,560.59,22.3257,28,40,0.7973,0.8523,0.8000,20,0.8500,0.3000
2026-01-12T02:30:00,,57.1178,558.79,17.7316,23,33,0.7709,0.8599,0.8000,20,0.8500,0.3000
2026-01-12T03:00:00,,50.2371,557.34,15.5551,20,29,0.7778,0.8213,0.8000,20,0.8500,0.3000
2026-01-12T03:30:00,,53.8586,554.64,16.5957,21,31,0.7903,0.8083,0.8000,20,0.8500,0.3000
2026-01-12T04:00:00,,63.7600,552.22,19.5607,25,36,0.7824,0.8571,0.8000,20,0.8500,0.3000
2026-01-12T04:30:00,,66.2391,550.21,20.2475,25,36,0.8099,0.8057,0.8000,20,0.8500,0.3000
2026-01-12T05:00:00,,68.3205,541.65,20.5588,26,38,0.7907,0.8510,0.8000,20,0.8500,0.3000
2026-01-12T05:30:00,,75.1072,536.68,22.3938,28,40,0.7998,0.8492,0.8000,20,0.8500,0.3000
2026-01-12T06:00:00,,104.6262,528.98,30.7471,37,53,0.8310,0.8417,0.8000,20,0.8500,0.3000
2026-01-12T06:30:00,,126.4656,523.64,36.7903,44,63,0.8361,0.8641,0.8000,20,0.8500,0.3000
2026-01-12T07:00:00,,188.5838,519.57,54.4343,65,93,0.8375,0.9249,0.8000,20,0.8500,0.3000
2026-01-12T07:30:00,,233.7086,520.58,67.5912,80,115,0.8449,0.9404,0.8000,20,0.8500,0.3000
2026-01-12T08:00:00,,284.7218,511.52,80.9109,96,138,0.8428,0.9624,0.8000,20,0.8500,0.3000
2026-01-12T08:30:00,,310.2552,514.51,88.6823,105,150,0.8446,0.9682,0.8000,20,0.8500,0.3000
2026-01-12T09:00:00,,333.7805,518.18,96.0875,114,163,0.8429,0.9756,0.8000,20,0.8500,0.3000
2026-01-12T09:30:00,,341.6573,520.05,98.7101,117,168,0.8437,0.9766,0.8000,20,0.8500,0.3000
2026-01-12T10:00:00,,341.6573,521.81,99.0448,117,168,0.8465,0.9743,0.8000,20,0.8500,0.3000
2026-01-12T10:30:00,,341.6573,522.91,99.2524,117,168,0.8483,0.9728,0.8000,20,0.8500,0.3000
2026-01-12T11:00:00,,341.0599,522.80,99.0599,117,168,0.8467,0.9742,0.8000,20,0.8500,0.3000
2026-01-12T11:30:00,,341.0599,523.23,99.1408,117,168,0.8474,0.9736,0.8000,20,0.8500,0.3000
2026-01-12T12:00:00,,331.9668,522.59,96.3787,114,163,0.8454,0.9734,0.8000,20,0.8500,0.3000
2026-01-12T12:30:00,,322.6020,525.07,94.1053,111,159,0.8478,0.9692,0.8000,20,0.8500,0.3000
2026-01-12T13:00:00,,322.6020,524.91,94.0765,111,159,0.8475,0.9694,0.8000,20,0.8500,0.3000
2026-01-12T13:30:00,,322.6020,525.27,94.1398,111,159,0.8481,0.9689,0.8000,20,0.8500,0.3000
2026-01-12T14:00:00,,322.6020,523.02,93.7372,111,159,0.8445,0.9722,0.8000,20,0.8500,0.3000
2026-01-12T14:30:00,,310.0494,525.01,90.4326,107,153,0.8452,0.9687,0.8000,20,0.8500,0.3000
2026-01-12T15:00:00,,306.9352,526.36,89.7542,106,152,0.8467,0.9664,0.8000,20,0.8500,0.3000
2026-01-12T15:30:00,,295.5284,528.03,86.6930,102,146,0.8499,0.9596,0.8000,20,0.8500,0.3000
2026-01-12T16:00:00,,279.5050,528.15,82.0120,97,139,0.8455,0.9598,0.8000,20,0.8500,0.3000
2026-01-12T16:30:00,,267.1479,529.49,78.5841,93,133,0.8450,0.9563,0.8000,20,0.8500,0.3000
2026-01-12T17:00:00,,245.5803,528.40,72.0917,85,122,0.8481,0.9426,0.8000,20,0.8500,0.3000
2026-01-12T17:30:00,,247.9337,528.35,72.7759,86,123,0.8462,0.9465,0.8000,20,0.8500,0.3000
2026-01-12T18:00:00,,234.1336,528.94,68.8017,81,116,0.8494,0.9349,0.8000,20,0.8500,0.3000
2026-01-12T18:30:00,,212.9664,534.07,63.1884,75,108,0.8425,0.9352,0.8000,20,0.8500,0.3000
2026-01-12T19:00:00,,226.3481,535.61,67.3525,80,115,0.8419,0.9437,0.8000,20,0.8500,0.3000
2026-01-12T19:30:00,,225.5712,537.12,67.3101,80,115,0.8414,0.9444,0.8000,20,0.8500,0.3000
2026-01-12T20:00:00,,220.0164,539.89,65.9916,78,112,0.8460,0.9346,0.8000,20,0.8500,0.3000
2026-01-12T20:30:00,,218.7203,539.97,65.6121,78,112,0.8412,0.9415,0.8000,20,0.8500,0.3000
2026-01-12T21:00:00,,220.0164,541.37,66.1726,78,112,0.8484,0.9309,0.8000,20,0.8500,0.3000
2026-01-12T21:30:00,,220.5979,542.55,66.4913,79,113,0.8417,0.9423,0.8000,20,0.8500,0.3000
2026-01-12T22:00:00,,222.3176,549.45,67.8626,80,115,0.8483,0.9339,0.8000,20,0.8500,0.3000
2026-01-12T22:30:00,,220.2519,552.68,67.6274,80,115,0.8453,0.9381,0.8000,20,0.8500,0.3000
2026-01-12T23:00:00,,196.4807,554.53,60.5299,72,103,0.8407,0.9316,0.8000,20,0.8500,0.3000
2026-01-12T23:30:00,,161.6219,557.29,50.0387,59,85,0.8481,0.8888,0.8000,20,0.8500,0.3000
2026-01-13T00:00:00,,159.3389,558.00,49.3955,59,85,0.8372,0.9091,0.8000,20,0.8500,0.3000
2026-01-13T00:30:00,,119.0502,558.54,36.9412,44,63,0.8396,0.8544,0.8000,20,0.8500,0.3000
2026-01-13T01:00:00,,95.8167,560.14,29.8170,36,52,0.8282,0.8402,0.8000,20,0.8500,0.3000
2026-01-13T01:30:00,,83.9644,559.95,26.1199,32,46,0.8162,0.8421,0.8000,20,0.8500,0.3000
2026-01-13T02:00:00,,68.7445,560.59,21.4099,27,39,0.7930,0.8532,0.8000,20,0.8500,0.3000
2026-01-13T02:30:00,,54.7958,558.79,17.0108,22,32,0.7732,0.8479,0.8000,20,0.8500,0.3000
2026-01-13T03:00:00,,56.8173,557.34,17.5926,23,33,0.7649,0.8693,0.8000,20,0.8500,0.3000
2026-01-13T03:30:00,,49.2089,554.64,15.1629,20,29,0.7581,0.8539,0.8000,20,0.8500,0.3000
2026-01-13T04:00:00,,49.2089,552.22,15.0967,20,29,0.7548,0.8591,0.8000,20,0.8500,0.3000
2026-01-13T04:30:00,,57.8467,550.21,17.6821,23,33,0.7688,0.8637,0.8000,20,0.8500,0.3000
2026-01-13T05:00:00,,68.1422,541.65,20.5051,26,38,0.7887,0.8545,0.8000,20,0.8500,0.3000
2026-01-13T05:30:00,,78.5828,536.68,23.4300,29,42,0.8079,0.8406,0.8000,20,0.8500,0.3000
2026-01-13T06:00:00,,110.9082,528.98,32.5932,39,56,0.8357,0.8417,0.8000,20,0.8500,0.3000
2026-01-13T06:30:00,,163.4310,523.64,47.5440,56,80,0.8490,0.8803,0.8000,20,0.8500,0.3000
2026-01-13T07:00:00,,194.3889,519.57,56.1099,67,96,0.8375,0.9289,0.8000,20,0.8500,0.3000
2026-01-13T07:30:00,,244.1443,520.58,70.6093,84,121,0.8406,0.9515,0.8000,20,0.8500,0.3000
2026-01-13T08:00:00,,287.2670,511.52,81.6342,97,139,0.8416,0.9646,0.8000,20,0.8500,0.3000
2026-01-13T08:30:00,,309.7171,514.51,88.5285,105,150,0.8431,0.9695,0.8000,20,0.8500,0.3000
2026-01-13T09:00:00,,329.5917,518.18,94.8817,112,160,0.8472,0.9707,0.8000,20,0.8500,0.3000
2026-01-13T09:30:00,,335.4496,520.05,96.9166,115,165,0.8428,0.9762,0.8000,20,0.8500,0.3000
2026-01-13T10:00:00,,335.4496,521.81,97.2453,115,165,0.8456,0.9738,0.8000,20,0.8500,0.3000
2026-01-13T10:30:00,,335.4496,522.91,97.4491,115,165,0.8474,0.9723,0.8000,20,0.8500,0.3000
2026-01-13T11:00:00,,334.8522,522.80,97.2569,115,165,0.8457,0.9737,0.8000,20,0.8500,0.3000
2026-01-13T11:30:00,,334.8522,523.23,97.3363,115,165,0.8464,0.9731,0.8000,20,0.8500,0.3000
2026-01-13T12:00:00,,325.7591,522.59,94.5764,112,160,0.8444,0.9729,0.8000,20,0.8500,0.3000
2026-01-13T12:30:00,,318.4132,525.07,92.8834,110,158,0.8444,0.9716,0.8000,20,0.8500,0.3000
2026-01-13T13:00:00,,318.4132,524.91,92.8550,110,158,0.8441,0.9718,0.8000,20,0.8500,0.3000
2026-01-13T13:30:00,,318.4132,525.27,92.9174,110,158,0.8447,0.9713,0.8000,20,0.8500,0.3000
2026-01-13T14:00:00,,318.4132,523.02,92.5201,109,156,0.8488,0.9668,0.8000,20,0.8500,0.3000
2026-01-13T14:30:00,,305.8606,525.01,89.2109,105,150,0.8496,0.9627,0.8000,20,0.8500,0.3000
2026-01-13T15:00:00,,302.7464,526.36,88.5293,105,150,0.8431,0.9691,0.8000,20,0.8500,0.3000
2026-01-13T15:30:00,,291.3396,528.03,85.4642,101,145,0.8462,0.9628,0.8000,20,0.8500,0.3000
2026-01-13T16:00:00,,273.5362,528.15,80.2607,95,136,0.8448,0.9586,0.8000,20,0.8500,0.3000
2026-01-13T16:30:00,,264.4135,529.49,77.7798,92,132,0.8454,0.9547,0.8000,20,0.8500,0.3000
2026-01-13T17:00:00,,247.6964,528.40,72.7129,86,123,0.8455,0.9475,0.8000,20,0.8500,0.3000
2026-01-13T17:30:00,,251.5442,528.35,73.8357,87,125,0.8487,0.9445,0.8000,20,0.8500,0.3000
2026-01-13T18:00:00,,230.0637,528.94,67.6057,80,115,0.8451,0.9397,0.8000,20,0.8500,0.3000
2026-01-13T18:30:00,,222.0965,534.07,65.8974,78,112,0.8448,0.9367,0.8000,20,0.8500,0.3000
2026-01-13T19:00:00,,221.5090,535.61,65.9125,78,112,0.8450,0.9363,0.8000,20,0.8500,0.3000
2026-01-13T19:30:00,,221.3216,537.12,66.0420,78,112,0.8467,0.9338,0.8000,20,0.8500,0.3000
2026-01-13T20:00:00,,218.7203,539.89,65.6028,78,112,0.8411,0.9417,0.8000,20,0.8500,0.3000
2026-01-13T20:30:00,,220.6060,539.97,66.1778,78,112,0.8484,0.9309,0.8000,20,0.8500,0.3000
2026-01-13T21:00:00,,220.6060,541.37,66.3499,79,113,0.8399,0.9447,0.8000,20,0.8500,0.3000
2026-01-13T21:30:00,,218.7203,542.55,65.9253,78,112,0.8452,0.9357,0.8000,20,0.8500,0.3000
2026-01-13T22:00:00,,213.7746,549.45,65.2549,77,110,0.8475,0.9302,0.8000,20,0.8500,0.3000
2026-01-13T22:30:00,,216.6546,552.68,66.5229,79,113,0.8421,0.9412,0.8000,20,0.8500,0.3000
2026-01-13T23:00:00,,201.8355,554.53,62.1795,74,106,0.8403,0.9357,0.8000,20,0.8500,0.3000
2026-01-13T23:30:00,,183.1449,557.29,56.7023,67,96,0.8463,0.9123,0.8000,20,0.8500,0.3000
2026-01-14T00:00:00,,171.5440,558.00,53.1791,63,90,0.8441,0.9069,0.8000,20,0.8500,0.3000
2026-01-14T00:30:00,,147.9788,558.54,45.9177,55,79,0.8349,0.9024,0.8000,20,0.8500,0.3000
2026-01-14T01:00:00,,95.8679,560.14,29.8329,36,52,0.8287,0.8392,0.8000,20,0.8500,0.3000
2026-01-14T01:30:00,,77.3266,559.95,24.0550,30,43,0.8018,0.8572,0.8000,20,0.8500,0.3000
2026-01-14T02:00:00,,63.0607,560.59,19.6397,25,36,0.7856,0.8514,0.8000,20,0.8500,0.3000
2026-01-14T02:30:00,,59.0133,558.79,18.3201,23,33,0.7965,0.8149,0.8000,20,0.8500,0.3000
2026-01-14T03:00:00,,58.7478,557.34,18.1903,23,33,0.7909,0.8257,0.8000,20,0.8500,0.3000
2026-01-14T03:30:00,,53.0336,554.64,16.3415,21,31,0.7782,0.8305,0.8000,20,0.8500,0.3000
2026-01-14T04:00:00,,53.7316,552.22,16.4842,21,31,0.7850,0.8184,0.8000,20,0.8500,0.3000
2026-01-14T04:30:00,,63.6329,550.21,19.4508,25,36,0.7780,0.8644,0.8000,20,0.8500,0.3000
2026-01-14T05:00:00,,71.3138,541.65,21.4595,27,39,0.7948,0.8509,0.8000,20,0.8500,0.3000
2026-01-14T05:30:00,,70.7743,536.68,21.1019,26,38,0.8116,0.8111,0.8000,20,0.8500,0.3000
2026-01-14T06:00:00,,101.1865,528.98,29.7363,36,52,0.8260,0.8469,0.8000,20,0.8500,0.3000
2026-01-14T06:30:00,,135.5365,523.64,39.4291,47,68,0.8389,0.8703,0.8000,20,0.8500,0.3000
2026-01-14T07:00:00,,187.2394,519.57,54.0462,64,92,0.8445,0.9111,0.8000,20,0.8500,0.3000
2026-01-14T07:30:00,,242.4099,520.58,70.1077,83,119,0.8447,0.9450,0.8000,20,0.8500,0.3000
2026-01-14T08:00:00,,286.9089,511.52,81.5325,96,138,0.8493,0.9552,0.8000,20,0.8500,0.3000
2026-01-14T08:30:00,,310.2159,514.51,88.6711,105,150,0.8445,0.9683,0.8000,20,0.8500,0.3000
2026-01-14T09:00:00,,329.5169,518.18,94.8601,112,160,0.8470,0.9709,0.8000,20,0.8500,0.3000
2026-01-14T09:30:00,,335.3918,520.05,96.8999,114,163,0.8500,0.9694,0.8000,20,0.8500,0.3000
2026-01-14T10:00:00,,335.3918,521.81,97.2285,115,165,0.8455,0.9740,0.8000,20,0.8500,0.3000
2026-01-14T10:30:00,,335.3918,522.91,97.4323,115,165,0.8472,0.9724,0.8000,20,0.8500,0.3000
2026-01-14T11:00:00,,334.7944,522.80,97.2401,115,165,0.8456,0.9739,0.8000,20,0.8500,0.3000
2026-01-14T11:30:00,,334.7944,523.23,97.3195,115,165,0.8463,0.9733,0.8000,20,0.8500,0.3000
2026-01-14T12:00:00,,324.9731,522.59,94.3482,111,159,0.8500,0.9672,0.8000,20,0.8500,0.3000
2026-01-14T12:30:00,,319.5173,525.07,93.2054,110,158,0.8473,0.9689,0.8000,20,0.8500,0.3000
2026-01-14T13:00:00,,318.8306,524.91,92.9767,110,158,0.8452,0.9708,0.8000,20,0.8500,0.3000
2026-01-14T13:30:00,,318.1205,525.27,92.8320,110,158,0.8439,0.9719,0.8000,20,0.8500,0.3000
2026-01-14T14:00:00,,319.5173,523.02,92.8409,110,158,0.8440,0.9720,0.8000,20,0.8500,0.3000
2026-01-14T14:30:00,,306.9647,525.01,89.5329,106,152,0.8447,0.9685,0.8000,20,0.8500,0.3000
2026-01-14T15:00:00,,303.3263,526.36,88.6989,105,150,0.8448,0.9676,0.8000,20,0.8500,0.3000
2026-01-14T15:30:00,,290.7396,528.03,85.2882,101,145,0.8444,0.9646,0.8000,20,0.8500,0.3000
2026-01-14T16:00:00,,269.5273,528.15,79.0844,94,135,0.8413,0.9614,0.8000,20,0.8500,0.3000
2026-01-14T16:30:00,,254.6793,529.49,74.9164,89,128,0.8418,0.9557,0.8000,20,0.8500,0.3000
2026-01-14T17:00:00,,233.5637,528.40,68.5642,81,116,0.8465,0.9392,0.8000,20,0.8500,0.3000
2026-01-14T17:30:00,,237.6816,528.35,69.7666,83,119,0.8406,0.9499,0.8000,20,0.8500,0.3000
2026-01-14T18:00:00,,221.8217,528.94,65.1837,77,110,0.8465,0.9328,0.8000,20,0.8500,0.3000
2026-01-14T18:30:00,,207.1556,534.07,61.4643,73,105,0.8420,0.9326,0.8000,20,0.8500,0.3000
2026-01-14T19:00:00,,210.2198,535.61,62.5533,74,106,0.8453,0.9291,0.8000,20,0.8500,0.3000
2026-01-14T19:30:00,,215.2591,537.12,64.2329,76,109,0.8452,0.9328,0.8000,20,0.8500,0.3000
2026-01-14T20:00:00,,205.4179,539.89,61.6129,73,105,0.8440,0.9291,0.8000,20,0.8500,0.3000
2026-01-14T20:30:00,,205.4179,539.97,61.6217,73,105,0.8441,0.9289,0.8000,20,0.8500,0.3000
2026-01-14T21:00:00,,205.4179,541.37,61.7819,73,105,0.8463,0.9254,0.8000,20,0.8500,0.3000
2026-01-14T21:30:00,,210.7726,542.55,63.5298,75,108,0.8471,0.9278,0.8000,20,0.8500,0.3000
2026-01-14T22:00:00,,214.5435,549.45,65.4896,78,112,0.8396,0.9432,0.8000,20,0.8500,0.3000
2026-01-14T22:30:00,,212.9850,552.68,65.3962,77,110,0.8493,0.9271,0.8000,20,0.8500,0.3000
2026-01-14T23:00:00,,183.6618,554.53,56.5808,67,96,0.8445,0.9156,0.8000,20,0.8500,0.3000
2026-01-14T23:30:00,,161.6731,557.29,50.0545,59,85,0.8484,0.8882,0.8000,20,0.8500,0.3000
2026-01-15T00:00:00,,200.3771,558.00,62.1174,74,106,0.8394,0.9368,0.8000,20,0.8500,0.3000
2026-01-15T00:30:00,,154.7555,558.54,48.0205,57,82,0.8425,0.8941,0.8000,20,0.8500,0.3000
2026-01-15T01:00:00,,150.7287,560.14,46.9049,56,80,0.8376,0.9003,0.8000,20,0.8500,0.3000
2026-01-15T01:30:00,,104.9404,559.95,32.6452,39,56,0.8371,0.8365,0.8000,20,0.8500,0.3000
2026-01-15T02:00:00,,79.1345,560.59,24.6457,30,43,0.8215,0.8180,0.8000,20,0.8500,0.3000
2026-01-15T02:30:00,,73.5338,558.79,22.8278,28,40,0.8153,0.8174,0.8000,20,0.8500,0.3000
2026-01-15T03:00:00,,68.4185,557.34,21.1847,26,38,0.8148,0.8030,0.8000,20,0.8500,0.3000
2026-01-15T03:30:00,,55.5921,554.64,17.1298,22,32,0.7786,0.8390,0.8000,20,0.8500,0.3000
2026-01-15T04:00:00,,55.5921,552.22,17.0549,22,32,0.7752,0.8449,0.8000,20,0.8500,0.3000
2026-01-15T04:30:00,,57.8979,550.21,17.6978,23,33,0.7695,0.8627,0.8000,20,0.8500,0.3000
2026-01-15T05:00:00,,66.7370,541.65,20.0823,25,36,0.8033,0.8197,0.8000,20,0.8500,0.3000
2026-01-15T05:30:00,,72.2308,536.68,21.5362,27,39,0.7976,0.8461,0.8000,20,0.8500,0.3000
2026-01-15T06:00:00,,98.8842,528.98,29.0597,35,50,0.8303,0.8323,0.8000,20,0.8500,0.3000
2026-01-15T06:30:00,,123.8155,523.64,36.0194,43,62,0.8377,0.8566,0.8000,20,0.8500,0.3000
2026-01-15T07:00:00,,176.7933,519.57,51.0310,61,88,0.8366,0.9174,0.8000,20,0.8500,0.3000
2026-01-15T07:30:00,,214.2132,520.58,61.9529,73,105,0.8487,0.9228,0.8000,20,0.8500,0.3000
2026-01-15T08:00:00,,266.0367,511.52,75.6011,89,128,0.8495,0.9470,0.8000,20,0.8500,0.3000
2026-01-15T08:30:00,,299.7293,514.51,85.6736,101,145,0.8483,0.9611,0.8000,20,0.8500,0.3000
2026-01-15T09:00:00,,329.5169,518.18,94.8601,112,160,0.8470,0.9709,0.8000,20,0.8500,0.3000
2026-01-15T09:30:00,,332.7410,520.05,96.1340,114,163,0.8433,0.9752,0.8000,20,0.8500,0.3000
2026-01-15T10:00:00,,335.3918,521.81,97.2285,115,165,0.8455,0.9740,0.8000,20,0.8500,0.3000
2026-01-15T10:30:00,,335.3918,522.91,97.4323,115,165,0.8472,0.9724,0.8000,20,0.8500,0.3000
2026-01-15T11:00:00,,334.7944,522.80,97.2401,115,165,0.8456,0.9739,0.8000,20,0.8500,0.3000
2026-01-15T11:30:00,,332.9044,523.23,96.7701,114,163,0.8489,0.9703,0.8000,20,0.8500,0.3000
2026-01-15T12:00:00,,326.8631,522.59,94.8969,112,160,0.8473,0.9704,0.8000,20,0.8500,0.3000
2026-01-15T12:30:00,,319.5173,525.07,93.2054,110,158,0.8473,0.9689,0.8000,20,0.8500,0.3000
2026-01-15T13:00:00,,317.3597,524.91,92.5478,109,156,0.8491,0.9665,0.8000,20,0.8500,0.3000
2026-01-15T13:30:00,,318.1205,525.27,92.8320,110,158,0.8439,0.9719,0.8000,20,0.8500,0.3000
2026-01-15T14:00:00,,317.3597,523.02,92.2140,109,156,0.8460,0.9695,0.8000,20,0.8500,0.3000
2026-01-15T14:30:00,,305.5171,525.01,89.1107,105,150,0.8487,0.9637,0.8000,20,0.8500,0.3000
2026-01-15T15:00:00,,302.1464,526.36,88.3539,104,149,0.8496,0.9618,0.8000,20,0.8500,0.3000
