model,interval_start_datetime,actual_call_volume,predicted_call_volume,avg_handle_time_sec,traffic_intensity_erlangs,base_required_agents,shrinkage_adjusted_agents,expected_occupancy,service_level_probability,target_service_level,sla_target_sec,max_occupancy,shrinkage_rate
poisson,2026-01-15T19:30:00,,186.1664,537.12,55.5517,66,95,0.8417,0.9192,0.8000,20,0.8500,0.3000
poisson,2026-01-15T20:00:00,,184.1724,539.89,55.2405,65,93,0.8499,0.9022,0.8000,20,0.8500,0.3000
poisson,2026-01-15T20:30:00,,173.2365,539.97,51.9678,62,89,0.8382,0.9159,0.8000,20,0.8500,0.3000
poisson,2026-01-15T21:00:00,,165.9962,541.37,49.9254,59,85,0.8462,0.8936,0.8000,20,0.8500,0.3000
poisson,2026-01-15T21:30:00,,158.2777,542.55,47.7071,57,82,0.8370,0.9052,0.8000,20,0.8500,0.3000
poisson,2026-01-15T22:00:00,,150.9195,549.45,46.0683,55,79,0.8376,0.8980,0.8000,20,0.8500,0.3000
poisson,2026-01-15T22:30:00,,143.5260,552.68,44.0691,52,75,0.8475,0.8684,0.8000,20,0.8500,0.3000
poisson,2026-01-15T23:00:00,,136.5226,554.53,42.0586,50,72,0.8412,0.8746,0.8000,20,0.8500,0.3000
poisson,2026-01-15T23:30:00,,131.2487,557.29,40.6350,48,69,0.8466,0.8553,0.8000,20,0.8500,0.3000
poisson,2026-01-16T00:00:00,,129.9751,558.00,40.2926,48,69,0.8394,0.8707,0.8000,20,0.8500,0.3000
poisson,2026-01-16T00:30:00,,126.2628,558.54,39.1793,47,68,0.8336,0.8787,0.8000,20,0.8500,0.3000
poisson,2026-01-16T01:00:00,,121.7018,560.14,37.8721,45,65,0.8416,0.8540,0.8000,20,0.8500,0.3000
poisson,2026-01-16T01:30:00,,116.5630,559.95,36.2608,43,62,0.8433,0.8415,0.8000,20,0.8500,0.3000
poisson,2026-01-16T02:00:00,,114.6144,560.59,35.6956,42,61,0.8499,0.8207,0.8000,20,0.8500,0.3000
poisson,2026-01-16T02:30:00,,113.2066,558.79,35.1438,42,61,0.8368,0.8517,0.8000,20,0.8500,0.3000
poisson,2026-01-16T03:00:00,,112.6083,557.34,34.8674,42,61,0.8302,0.8655,0.8000,20,0.8500,0.3000
poisson,2026-01-16T03:30:00,,112.1137,554.64,34.5461,41,59,0.8426,0.8341,0.8000,20,0.8500,0.3000
poisson,2026-01-16T04:00:00,,112.7034,552.22,34.5760,41,59,0.8433,0.8325,0.8000,20,0.8500,0.3000
poisson,2026-01-16T04:30:00,,113.9178,550.21,34.8215,41,59,0.8493,0.8180,0.8000,20,0.8500,0.3000
poisson,2026-01-16T05:00:00,,116.7025,541.65,35.1178,42,61,0.8361,0.8542,0.8000,20,0.8500,0.3000
poisson,2026-01-16T05:30:00,,118.5698,536.68,35.3525,42,61,0.8417,0.8421,0.8000,20,0.8500,0.3000
poisson,2026-01-16T06:00:00,,122.2025,528.98,35.9123,43,62,0.8352,0.8615,0.8000,20,0.8500,0.3000
poisson,2026-01-16T06:30:00,,128.9188,523.64,37.5040,45,65,0.8334,0.8737,0.8000,20,0.8500,0.3000
poisson,2026-01-16T07:00:00,,133.4895,519.57,38.5314,46,66,0.8376,0.8694,0.8000,20,0.8500,0.3000
poisson,2026-01-16T07:30:00,,142.5163,520.58,41.2174,49,70,0.8412,0.8734,0.8000,20,0.8500,0.3000
poisson,2026-01-16T08:00:00,,151.5576,511.52,43.0689,51,73,0.8445,0.8743,0.8000,20,0.8500,0.3000
poisson,2026-01-16T08:30:00,,163.9405,514.51,46.8602,56,80,0.8368,0.9045,0.8000,20,0.8500,0.3000
poisson,2026-01-16T09:00:00,,177.3513,518.18,51.0552,61,88,0.8370,0.9168,0.8000,20,0.8500,0.3000
poisson,2026-01-16T09:30:00,,188.7565,520.05,54.5347,65,93,0.8390,0.9224,0.8000,20,0.8500,0.3000
poisson,2026-01-16T10:00:00,,215.2374,521.81,62.3963,74,106,0.8432,0.9332,0.8000,20,0.8500,0.3000
poisson,2026-01-16T10:30:00,,226.0181,522.91,65.6589,78,112,0.8418,0.9416,0.8000,20,0.8500,0.3000
poisson,2026-01-16T11:00:00,,234.7341,522.80,68.1778,81,116,0.8417,0.9461,0.8000,20,0.8500,0.3000
poisson,2026-01-16T11:30:00,,255.6770,523.23,74.3213,88,126,0.8446,0.9514,0.8000,20,0.8500,0.3000
poisson,2026-01-16T12:00:00,,288.4721,522.59,83.7510,99,142,0.8460,0.9614,0.8000,20,0.8500,0.3000
poisson,2026-01-16T12:30:00,,278.4613,525.07,81.2291,96,138,0.8461,0.9582,0.8000,20,0.8500,0.3000
poisson,2026-01-16T13:00:00,,266.3400,524.91,77.6695,92,132,0.8442,0.9563,0.8000,20,0.8500,0.3000
poisson,2026-01-16T13:30:00,,304.8366,525.27,88.9556,105,150,0.8472,0.9652,0.8000,20,0.8500,0.3000
poisson,2026-01-16T14:00:00,,323.8547,523.02,94.1012,111,159,0.8478,0.9693,0.8000,20,0.8500,0.3000
poisson,2026-01-16T14:30:00,,312.0677,525.01,91.0213,108,155,0.8428,0.9716,0.8000,20,0.8500,0.3000
poisson,2026-01-16T15:00:00,,339.2187,526.36,99.1946,117,168,0.8478,0.9731,0.8000,20,0.8500,0.3000
poisson,2026-01-16T15:30:00,,308.3223,528.03,90.4460,107,153,0.8453,0.9685,0.8000,20,0.8500,0.3000
poisson,2026-01-16T16:00:00,,286.8973,528.15,84.1811,100,143,0.8418,0.9663,0.8000,20,0.8500,0.3000
poisson,2026-01-16T16:30:00,,284.7020,529.49,83.7478,99,142,0.8459,0.9612,0.8000,20,0.8500,0.3000
poisson,2026-01-16T17:00:00,,262.6589,528.40,77.1053,91,130,0.8473,0.9513,0.8000,20,0.8500,0.3000
poisson,2026-01-16T17:30:00,,250.7911,528.35,73.6147,87,125,0.8461,0.9479,0.8000,20,0.8500,0.3000
poisson,2026-01-16T18:00:00,,236.2379,528.94,69.4200,82,118,0.8466,0.9405,0.8000,20,0.8500,0.3000
poisson,2026-01-16T18:30:00,,233.6197,534.07,69.3164,82,118,0.8453,0.9420,0.8000,20,0.8500,0.3000
poisson,2026-01-16T19:00:00,,224.2752,535.61,66.7357,79,113,0.8448,0.9383,0.8000,20,0.8500,0.3000
poisson,2026-01-16T19:30:00,,205.5706,537.12,61.3419,73,105,0.8403,0.9349,0.8000,20,0.8500,0.3000
poisson,2026-01-16T20:00:00,,197.8937,539.89,59.3561,70,100,0.8479,0.9169,0.8000,20,0.8500,0.3000
poisson,2026-01-16T20:30:00,,182.2502,539.97,54.6718,65,93,0.8411,0.9178,0.8000,20,0.8500,0.3000
poisson,2026-01-16T21:00:00,,176.5672,541.37,53.1047,63,90,0.8429,0.9100,0.8000,20,0.8500,0.3000
poisson,2026-01-16T21:30:00,,167.8345,542.55,50.5877,60,86,0.8431,0.9021,0.8000,20,0.8500,0.3000
poisson,2026-01-16T22:00:00,,157.5925,549.45,48.1052,57,82,0.8440,0.8918,0.8000,20,0.8500,0.3000
poisson,2026-01-16T22:30:00,,150.6368,552.68,46.2524,55,79,0.8410,0.8915,0.8000,20,0.8500,0.3000
poisson,2026-01-16T23:00:00,,146.3938,554.53,45.0996,54,78,0.8352,0.8992,0.8000,20,0.8500,0.3000
poisson,2026-01-16T23:30:00,,139.3753,557.29,43.1511,51,73,0.8461,0.8675,0.8000,20,0.8500,0.3000
poisson,2026-01-17T00:00:00,,128.6482,558.00,39.8813,47,68,0.8485,0.8466,0.8000,20,0.8500,0.3000
poisson,2026-01-17T00:30:00,,121.3042,558.54,37.6406,45,65,0.8365,0.8652,0.8000,20,0.8500,0.3000
poisson,2026-01-17T01:00:00,,117.7296,560.14,36.6360,44,63,0.8326,0.8688,0.8000,20,0.8500,0.3000
poisson,2026-01-17T01:30:00,,113.3392,559.95,35.2580,42,61,0.8395,0.8456,0.8000,20,0.8500,0.3000
poisson,2026-01-17T02:00:00,,110.7058,560.59,34.4783,41,59,0.8409,0.8375,0.8000,20,0.8500,0.3000
poisson,2026-01-17T02:30:00,,109.5901,558.79,34.0211,41,59,0.8298,0.8618,0.8000,20,0.8500,0.3000
poisson,2026-01-17T03:00:00,,108.8911,557.34,33.7164,40,58,0.8429,0.8282,0.8000,20,0.8500,0.3000
poisson,2026-01-17T03:30:00,,108.5576,554.64,33.4503,40,58,0.8363,0.8436,0.8000,20,0.8500,0.3000
poisson,2026-01-17T04:00:00,,109.2747,552.22,33.5241,40,58,0.8381,0.8397,0.8000,20,0.8500,0.3000
poisson,2026-01-17T04:30:00,,110.3820,550.21,33.7407,40,58,0.8435,0.8272,0.8000,20,0.8500,0.3000
poisson,2026-01-17T05:00:00,,111.9323,541.65,33.6823,40,58,0.8421,0.8313,0.8000,20,0.8500,0.3000
poisson,2026-01-17T05:30:00,,114.9863,536.68,34.2840,41,59,0.8362,0.8498,0.8000,20,0.8500,0.3000
poisson,2026-01-17T06:00:00,,119.2740,528.98,35.0517,42,61,0.8346,0.8584,0.8000,20,0.8500,0.3000
poisson,2026-01-17T06:30:00,,122.6118,523.64,35.6692,42,61,0.8493,0.8251,0.8000,20,0.8500,0.3000
poisson,2026-01-17T07:00:00,,127.7434,519.57,36.8728,44,63,0.8380,0.8604,0.8000,20,0.8500,0.3000
poisson,2026-01-17T07:30:00,,134.4337,520.58,38.8798,46,66,0.8452,0.8529,0.8000,20,0.8500,0.3000
poisson,2026-01-17T08:00:00,,141.5577,511.52,40.2272,48,69,0.8381,0.8767,0.8000,20,0.8500,0.3000
poisson,2026-01-17T08:30:00,,152.3802,514.51,43.5558,52,75,0.8376,0.8911,0.8000,20,0.8500,0.3000
poisson,2026-01-17T09:00:00,,161.6549,518.18,46.5366,55,79,0.8461,0.8836,0.8000,20,0.8500,0.3000
poisson,2026-01-17T09:30:00,,172.2207,520.05,49.7572,59,85,0.8433,0.9005,0.8000,20,0.8500,0.3000
poisson,2026-01-17T10:00:00,,191.4637,521.81,55.5044,66,95,0.8410,0.9213,0.8000,20,0.8500,0.3000
poisson,2026-01-17T10:30:00,,196.6707,522.91,57.1334,68,98,0.8402,0.9266,0.8000,20,0.8500,0.3000
poisson,2026-01-17T11:00:00,,203.3056,522.80,59.0495,70,100,0.8436,0.9252,0.8000,20,0.8500,0.3000
poisson,2026-01-17T11:30:00,,216.6657,523.23,62.9813,75,108,0.8398,0.9397,0.8000,20,0.8500,0.3000
poisson,2026-01-17T12:00:00,,227.7638,522.59,66.1258,78,112,0.8478,0.9329,0.8000,20,0.8500,0.3000
poisson,2026-01-17T12:30:00,,256.4886,525.07,74.8195,89,128,0.8407,0.9571,0.8000,20,0.8500,0.3000
poisson,2026-01-17T13:00:00,,262.5632,524.91,76.5681,91,130,0.8414,0.9584,0.8000,20,0.8500,0.3000
poisson,2026-01-17T13:30:00,,249.0704,525.27,72.6822,86,123,0.8451,0.9481,0.8000,20,0.8500,0.3000
poisson,2026-01-17T14:00:00,,265.2069,523.02,77.0602,91,130,0.8468,0.9522,0.8000,20,0.8500,0.3000
poisson,2026-01-17T14:30:00,,288.2500,525.01,84.0744,99,142,0.8492,0.9576,0.8000,20,0.8500,0.3000
poisson,2026-01-17T15:00:00,,252.9802,526.36,73.9766,88,126,0.8406,0.9559,0.8000,20,0.8500,0.3000
poisson,2026-01-17T15:30:00,,267.5774,528.03,78.4936,93,133,0.8440,0.9575,0.8000,20,0.8500,0.3000
poisson,2026-01-17T16:00:00,,259.1212,528.15,76.0310,90,129,0.8448,0.9533,0.8000,20,0.8500,0.3000
poisson,2026-01-17T16:30:00,,255.0879,529.49,75.0366,89,128,0.8431,0.9541,0.8000,20,0.8500,0.3000
poisson,2026-01-17T17:00:00,,244.3472,528.40,71.7297,85,122,0.8439,0.9483,0.8000,20,0.8500,0.3000
poisson,2026-01-17T17:30:00,,242.8422,528.35,71.2814,84,121,0.8486,0.9406,0.8000,20,0.8500,0.3000
poisson,2026-01-17T18:00:00,,224.4420,528.94,65.9537,78,112,0.8456,0.9359,0.8000,20,0.8500,0.3000
poisson,2026-01-17T18:30:00,,214.2147,534.07,63.5588,75,108,0.8475,0.9276,0.8000,20,0.8500,0.3000
poisson,2026-01-17T19:00:00,,210.5280,535.61,62.6450,74,106,0.8466,0.9272,0.8000,20,0.8500,0.3000
poisson,2026-01-17T19:30:00,,203.3653,537.12,60.6839,72,103,0.8428,0.9293,0.8000,20,0.8500,0.3000
poisson,2026-01-17T20:00:00,,195.1550,539.89,58.5346,69,99,0.8483,0.9141,0.8000,20,0.8500,0.3000
poisson,2026-01-17T20:30:00,,180.8232,539.97,54.2437,64,92,0.8476,0.9041,0.8000,20,0.8500,0.3000
poisson,2026-01-17T21:00:00,,173.2316,541.37,52.1015,62,89,0.8403,0.9121,0.8000,20,0.8500,0.3000
poisson,2026-01-17T21:30:00,,165.0328,542.55,49.7432,59,85,0.8431,0.8995,0.8000,20,0.8500,0.3000
poisson,2026-01-17T22:00:00,,155.6992,549.45,47.5273,56,80,0.8487,0.8791,0.8000,20,0.8500,0.3000
poisson,2026-01-17T22:30:00,,147.6173,552.68,45.3253,54,78,0.8394,0.8915,0.8000,20,0.8500,0.3000
poisson,2026-01-17T23:00:00,,140.2841,554.53,43.2174,51,73,0.8474,0.8649,0.8000,20,0.8500,0.3000
poisson,2026-01-17T23:30:00,,137.9556,557.29,42.7115,51,73,0.8375,0.8853,0.8000,20,0.8500,0.3000
poisson,2026-01-18T00:00:00,,130.0663,558.00,40.3209,48,69,0.8400,0.8695,0.8000,20,0.8500,0.3000
poisson,2026-01-18T00:30:00,,122.6056,558.54,38.0444,45,65,0.8454,0.8454,0.8000,20,0.8500,0.3000
poisson,2026-01-18T01:00:00,,120.5433,560.14,37.5116,45,65,0.8336,0.8710,0.8000,20,0.8500,0.3000
poisson,2026-01-18T01:30:00,,116.5879,559.95,36.2686,43,62,0.8435,0.8411,0.8000,20,0.8500,0.3000
poisson,2026-01-18T02:00:00,,114.0545,560.59,35.5213,42,61,0.8457,0.8310,0.8000,20,0.8500,0.3000
poisson,2026-01-18T02:30:00,,111.5033,558.79,34.6150,41,59,0.8443,0.8298,0.8000,20,0.8500,0.3000
poisson,2026-01-18T03:00:00,,111.0556,557.34,34.3866,41,59,0.8387,0.8428,0.8000,20,0.8500,0.3000
poisson,2026-01-18T03:30:00,,110.0135,554.64,33.8989,40,58,0.8475,0.8172,0.8000,20,0.8500,0.3000
poisson,2026-01-18T04:00:00,,110.8160,552.22,33.9969,40,58,0.8499,0.8112,0.8000,20,0.8500,0.3000
poisson,2026-01-18T04:30:00,,112.0102,550.21,34.2384,41,59,0.8351,0.8513,0.8000,20,0.8500,0.3000
poisson,2026-01-18T05:00:00,,113.1876,541.65,34.0601,41,59,0.8307,0.8610,0.8000,20,0.8500,0.3000
poisson,2026-01-18T05:30:00,,115.4910,536.68,34.4345,41,59,0.8399,0.8416,0.8000,20,0.8500,0.3000
poisson,2026-01-18T06:00:00,,119.4090,528.98,35.0914,42,61,0.8355,0.8564,0.8000,20,0.8500,0.3000
poisson,2026-01-18T06:30:00,,124.1499,523.64,36.1166,43,62,0.8399,0.8517,0.8000,20,0.8500,0.3000
poisson,2026-01-18T07:00:00,,131.8668,519.57,38.0631,45,65,0.8458,0.8474,0.8000,20,0.8500,0.3000
poisson,2026-01-18T07:30:00,,139.5028,520.58,40.3458,48,69,0.8405,0.8710,0.8000,20,0.8500,0.3000
poisson,2026-01-18T08:00:00,,146.3815,511.52,41.5980,49,70,0.8489,0.8572,0.8000,20,0.8500,0.3000
poisson,2026-01-18T08:30:00,,157.2188,514.51,44.9389,53,76,0.8479,0.8736,0.8000,20,0.8500,0.3000
poisson,2026-01-18T09:00:00,,171.5357,518.18,49.3811,59,85,0.8370,0.9119,0.8000,20,0.8500,0.3000
poisson,2026-01-18T09:30:00,,188.6444,520.05,54.5023,65,93,0.8385,0.9232,0.8000,20,0.8500,0.3000
poisson,2026-01-18T10:00:00,,191.5451,521.81,55.5280,66,95,0.8413,0.9207,0.8000,20,0.8500,0.3000
poisson,2026-01-18T10:30:00,,213.2596,522.91,61.9525,73,105,0.8487,0.9226,0.8000,20,0.8500,0.3000
poisson,2026-01-18T11:00:00,,222.1451,522.80,64.5214,76,109,0.8490,0.9276,0.8000,20,0.8500,0.3000
poisson,2026-01-18T11:30:00,,224.2409,523.23,65.1833,77,110,0.8465,0.9331,0.8000,20,0.8500,0.3000
poisson,2026-01-18T12:00:00,,254.1769,522.59,73.7942,87,125,0.8482,0.9455,0.8000,20,0.8500,0.3000
poisson,2026-01-18T12:30:00,,285.6306,525.07,83.3205,99,142,0.8416,0.9658,0.8000,20,0.8500,0.3000
poisson,2026-01-18T13:00:00,,280.1268,524.91,81.6900,97,139,0.8422,0.9635,0.8000,20,0.8500,0.3000
poisson,2026-01-18T13:30:00,,291.7159,525.27,85.1268,101,145,0.8428,0.9662,0.8000,20,0.8500,0.3000
poisson,2026-01-18T14:00:00,,301.2798,523.02,87.5417,103,148,0.8499,0.9607,0.8000,20,0.8500,0.3000
poisson,2026-01-18T14:30:00,,285.4871,525.01,83.2685,98,140,0.8497,0.9561,0.8000,20,0.8500,0.3000
poisson,2026-01-18T15:00:00,,330.2955,526.36,96.5852,114,163,0.8472,0.9717,0.8000,20,0.8500,0.3000
poisson,2026-01-18T15:30:00,,277.2972,528.03,81.3449,96,138,0.8473,0.9567,0.8000,20,0.8500,0.3000
poisson,2026-01-18T16:00:00,,286.0631,528.15,83.9363,99,142,0.8478,0.9591,0.8000,20,0.8500,0.3000
poisson,2026-01-18T16:30:00,,265.3973,529.49,78.0692,92,132,0.8486,0.9508,0.8000,20,0.8500,0.3000
poisson,2026-01-18T17:00:00,,263.1802,528.40,77.2583,91,130,0.8490,0.9491,0.8000,20,0.8500,0.3000
poisson,2026-01-18T17:30:00,,244.3651,528.35,71.7284,85,122,0.8439,0.9483,0.8000,20,0.8500,0.3000
poisson,2026-01-18T18:00:00,,255.0610,528.94,74.9513,89,128,0.8421,0.9552,0.8000,20,0.8500,0.3000
poisson,2026-01-18T18:30:00,,224.5716,534.07,66.6318,79,113,0.8434,0.9402,0.8000,20,0.8500,0.3000
poisson,2026-01-18T19:00:00,,212.7173,535.61,63.2965,75,108,0.8440,0.9330,0.8000,20,0.8500,0.3000
poisson,2026-01-18T19:30:00,,198.2235,537.12,59.1496,70,100,0.8450,0.9220,0.8000,20,0.8500,0.3000
poisson,2026-01-18T20:00:00,,189.2265,539.89,56.7565,67,96,0.8471,0.9119,0.8000,20,0.8500,0.3000
poisson,2026-01-18T20:30:00,,182.1567,539.97,54.6437,65,93,0.8407,0.9185,0.8000,20,0.8500,0.3000
poisson,2026-01-18T21:00:00,,176.6777,541.37,53.1379,63,90,0.8435,0.9091,0.8000,20,0.8500,0.3000
poisson,2026-01-18T21:30:00,,160.8537,542.55,48.4835,58,83,0.8359,0.9096,0.8000,20,0.8500,0.3000
poisson,2026-01-18T22:00:00,,159.2510,549.45,48.6115,58,83,0.8381,0.9054,0.8000,20,0.8500,0.3000
poisson,2026-01-18T22:30:00,,148.7658,552.68,45.6779,54,78,0.8459,0.8785,0.8000,20,0.8500,0.3000
poisson,2026-01-18T23:00:00,,138.0893,554.53,42.5412,51,73,0.8341,0.8918,0.8000,20,0.8500,0.3000
poisson,2026-01-18T23:30:00,,132.0955,557.29,40.8972,49,70,0.8346,0.8840,0.8000,20,0.8500,0.3000
poisson,2026-01-19T00:00:00,,115.0017,558.00,35.6508,42,61,0.8488,0.8236,0.8000,20,0.8500,0.3000
poisson,2026-01-19T00:30:00,,109.9229,558.54,34.1090,41,59,0.8319,0.8574,0.8000,20,0.8500,0.3000
poisson,2026-01-19T01:00:00,,106.5010,560.14,33.1418,39,56,0.8498,0.8056,0.8000,20,0.8500,0.3000
poisson,2026-01-19T01:30:00,,102.8856,559.95,32.0060,38,55,0.8423,0.8191,0.8000,20,0.8500,0.3000
poisson,2026-01-19T02:00:00,,101.1040,560.59,31.4879,38,55,0.8286,0.8498,0.8000,20,0.8500,0.3000
poisson,2026-01-19T02:30:00,,99.1765,558.79,30.7883,37,53,0.8321,0.8372,0.8000,20,0.8500,0.3000
poisson,2026-01-19T03:00:00,,98.3029,557.34,30.4379,37,53,0.8226,0.8572,0.8000,20,0.8500,0.3000
poisson,2026-01-19T03:30:00,,98.5315,554.64,30.3609,36,52,0.8434,0.8055,0.8000,20,0.8500,0.3000
poisson,2026-01-19T04:00:00,,99.7989,552.22,30.6170,37,53,0.8275,0.8476,0.8000,20,0.8500,0.3000
poisson,2026-01-19T04:30:00,,101.0619,550.21,30.8918,37,53,0.8349,0.8316,0.8000,20,0.8500,0.3000
poisson,2026-01-19T05:00:00,,102.2136,541.65,30.7578,37,53,0.8313,0.8402,0.8000,20,0.8500,0.3000
poisson,2026-01-19T05:30:00,,104.1902,536.68,31.0651,37,53,0.8396,0.8217,0.8000,20,0.8500,0.3000
poisson,2026-01-19T06:00:00,,107.8907,528.98,31.7065,38,55,0.8344,0.8395,0.8000,20,0.8500,0.3000
poisson,2026-01-19T06:30:00,,111.5877,523.64,32.4622,39,56,0.8324,0.8494,0.8000,20,0.8500,0.3000
poisson,2026-01-19T07:00:00,,119.0880,519.57,34.3745,41,59,0.8384,0.8462,0.8000,20,0.8500,0.3000
poisson,2026-01-19T07:30:00,,125.8549,520.58,36.3987,43,62,0.8465,0.8369,0.8000,20,0.8500,0.3000
poisson,2026-01-19T08:00:00,,133.7366,511.52,38.0047,45,65,0.8445,0.8510,0.8000,20,0.8500,0.3000
poisson,2026-01-19T08:30:00,,147.9829,514.51,42.2989,50,72,0.8460,0.8673,0.8000,20,0.8500,0.3000
poisson,2026-01-19T09:00:00,,161.2877,518.18,46.4309,55,79,0.8442,0.8875,0.8000,20,0.8500,0.3000
poisson,2026-01-19T09:30:00,,185.7067,520.05,53.6535,64,92,0.8383,0.9213,0.8000,20,0.8500,0.3000
poisson,2026-01-19T10:00:00,,192.2916,521.81,55.7444,66,95,0.8446,0.9152,0.8000,20,0.8500,0.3000
poisson,2026-01-19T10:30:00,,214.8397,522.91,62.4116,74,106,0.8434,0.9328,0.8000,20,0.8500,0.3000
poisson,2026-01-19T11:00:00,,237.4920,522.80,68.9789,82,118,0.8412,0.9481,0.8000,20,0.8500,0.3000
poisson,2026-01-19T11:30:00,,240.7492,523.23,69.9820,83,119,0.8432,0.9469,0.8000,20,0.8500,0.3000
poisson,2026-01-19T12:00:00,,241.9984,522.59,70.2585,83,119,0.8465,0.9424,0.8000,20,0.8500,0.3000
poisson,2026-01-19T12:30:00,,245.7763,525.07,71.6947,85,122,0.8435,0.9490,0.8000,20,0.8500,0.3000
poisson,2026-01-19T13:00:00,,272.0628,524.91,79.3384,94,135,0.8440,0.9586,0.8000,20,0.8500,0.3000
poisson,2026-01-19T13:30:00,,301.8819,525.27,88.0934,104,149,0.8471,0.9645,0.8000,20,0.8500,0.3000
poisson,2026-01-19T14:00:00,,295.6053,523.02,85.8929,102,146,0.8421,0.9678,0.8000,20,0.8500,0.3000
poisson,2026-01-19T14:30:00,,284.4143,525.01,82.9556,98,140,0.8465,0.9598,0.8000,20,0.8500,0.3000
poisson,2026-01-19T15:00:00,,320.0425,526.36,93.5871,111,159,0.8431,0.9732,0.8000,20,0.8500,0.3000
poisson,2026-01-19T15:30:00,,291.9919,528.03,85.6555,101,145,0.8481,0.9607,0.8000,20,0.8500,0.3000
poisson,2026-01-19T16:00:00,,299.0377,528.15,87.7433,104,149,0.8437,0.9677,0.8000,20,0.8500,0.3000
poisson,2026-01-19T16:30:00,,280.5124,529.49,82.5154,98,140,0.8420,0.9643,0.8000,20,0.8500,0.3000
poisson,2026-01-19T17:00:00,,255.9926,528.40,75.1483,89,128,0.8444,0.9526,0.8000,20,0.8500,0.3000
poisson,2026-01-19T17:30:00,,248.0300,528.35,72.8042,86,123,0.8466,0.9461,0.8000,20,0.8500,0.3000
poisson,2026-01-19T18:00:00,,224.0926,528.94,65.8511,78,112,0.8442,0.9378,0.8000,20,0.8500,0.3000
poisson,2026-01-19T18:30:00,,203.1254,534.07,60.2685,71,102,0.8489,0.9177,0.8000,20,0.8500,0.3000
poisson,2026-01-19T19:00:00,,208.6213,535.61,62.0777,74,106,0.8389,0.9386,0.8000,20,0.8500,0.3000
poisson,2026-01-19T19:30:00,,195.2621,537.12,58.2659,69,99,0.8444,0.9209,0.8000,20,0.8500,0.3000
poisson,2026-01-19T20:00:00,,179.0805,539.89,53.7133,64,92,0.8393,0.9186,0.8000,20,0.8500,0.3000
poisson,2026-01-19T20:30:00,,166.8903,539.97,50.0641,59,85,0.8485,0.8890,0.8000,20,0.8500,0.3000
poisson,2026-01-19T21:00:00,,160.4378,541.37,48.2536,57,82,0.8466,0.8872,0.8000,20,0.8500,0.3000
poisson,2026-01-19T21:30:00,,151.7313,542.55,45.7339,54,78,0.8469,0.8770,0.8000,20,0.8500,0.3000
poisson,2026-01-19T22:00:00,,144.6936,549.45,44.1678,52,75,0.8494,0.8644,0.8000,20,0.8500,0.3000
poisson,2026-01-19T22:30:00,,137.0399,552.68,42.0775,50,72,0.8416,0.8740,0.8000,20,0.8500,0.3000
poisson,2026-01-19T23:00:00,,126.2938,554.53,38.9074,46,66,0.8458,0.8491,0.8000,20,0.8500,0.3000
poisson,2026-01-19T23:30:00,,120.4804,557.29,37.3011,44,63,0.8478,0.8356,0.8000,20,0.8500,0.3000
poisson,2026-01-20T00:00:00,,132.6209,558.00,41.1128,49,70,0.8390,0.8752,0.8000,20,0.8500,0.3000
poisson,2026-01-20T00:30:00,,126.4996,558.54,39.2527,47,68,0.8352,0.8756,0.8000,20,0.8500,0.3000
poisson,2026-01-20T01:00:00,,121.3968,560.14,37.7772,45,65,0.8395,0.8587,0.8000,20,0.8500,0.3000
poisson,2026-01-20T01:30:00,,118.7277,559.95,36.9342,44,63,0.8394,0.8546,0.8000,20,0.8500,0.3000
poisson,2026-01-20T02:00:00,,115.5769,560.59,35.9954,43,62,0.8371,0.8553,0.8000,20,0.8500,0.3000
poisson,2026-01-20T02:30:00,,113.6233,558.79,35.2732,42,61,0.8398,0.8448,0.8000,20,0.8500,0.3000
poisson,2026-01-20T03:00:00,,113.3289,557.34,35.0905,42,61,0.8355,0.8545,0.8000,20,0.8500,0.3000
poisson,2026-01-20T03:30:00,,112.4746,554.64,34.6573,41,59,0.8453,0.8276,0.8000,20,0.8500,0.3000
poisson,2026-01-20T04:00:00,,113.0655,552.22,34.6870,41,59,0.8460,0.8260,0.8000,20,0.8500,0.3000
poisson,2026-01-20T04:30:00,,114.9871,550.21,35.1484,42,61,0.8369,0.8520,0.8000,20,0.8500,0.3000
poisson,2026-01-20T05:00:00,,117.1190,541.65,35.2431,42,61,0.8391,0.8476,0.8000,20,0.8500,0.3000
poisson,2026-01-20T05:30:00,,120.0146,536.68,35.7832,43,62,0.8322,0.8671,0.8000,20,0.8500,0.3000
poisson,2026-01-20T06:00:00,,124.5863,528.98,36.6129,44,63,0.8321,0.8719,0.8000,20,0.8500,0.3000
poisson,2026-01-20T06:30:00,,131.6099,523.64,38.2868,46,66,0.8323,0.8797,0.8000,20,0.8500,0.3000
poisson,2026-01-20T07:00:00,,138.6511,519.57,40.0213,48,69,0.8338,0.8845,0.8000,20,0.8500,0.3000
poisson,2026-01-20T07:30:00,,148.5456,520.58,42.9611,51,73,0.8424,0.8780,0.8000,20,0.8500,0.3000
poisson,2026-01-20T08:00:00,,161.1967,511.52,45.8081,54,78,0.8483,0.8763,0.8000,20,0.8500,0.3000
poisson,2026-01-20T08:30:00,,179.0927,514.51,51.1912,61,88,0.8392,0.9133,0.8000,20,0.8500,0.3000
poisson,2026-01-20T09:00:00,,221.7930,518.18,63.8490,76,109,0.8401,0.9410,0.8000,20,0.8500,0.3000
